Order Date,Sales,Profit,Quantity,Discount,Month
2014-08-27,8.56,2.4824,2,0.0,8
2014-08-27,213.48,16.011,3,0.2,8
2014-08-27,22.72,7.384,4,0.2,8
2014-08-27,8.56,2.4824,2,0.0,8
2014-08-27,213.48,16.011,3,0.2,8
2014-08-27,22.72,7.384,4,0.2,8
2016-12-09,19.46,5.0596,7,0.0,12
2016-12-09,60.34,15.6884,7,0.0,12
2016-12-09,19.46,5.0596,7,0.0,12
2016-12-09,60.34,15.6884,7,0.0,12
2017-07-16,71.372,-1.0196,2,0.3,7
2015-09-25,1044.63,240.2649,3,0.0,9
2016-01-16,11.648,4.2224,2,0.2,1
2016-01-16,90.57,11.7741,3,0.0,1
2016-01-16,11.648,4.2224,2,0.2,1
2016-01-16,90.57,11.7741,3,0.0,1
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2015-09-17,3083.43,-1665.0522,7,0.5,9
2015-09-17,9.618,-7.0532,2,0.7,9
2015-09-17,124.2,15.525,3,0.2,9
2015-09-17,3.264,1.1016,2,0.2,9
2015-09-17,86.304,9.7092,6,0.2,9
2015-09-17,6.858,-5.715,6,0.7,9
2015-09-17,15.76,3.546,2,0.2,9
2017-10-19,29.472,9.9468,3,0.2,10
2016-12-08,1097.544,123.4737,7,0.2,12
2016-12-08,190.92,-147.963,5,0.6,12
2016-12-08,1097.544,123.4737,7,0.2,12
2016-12-08,190.92,-147.963,5,0.6,12
2015-12-27,113.328,35.415,9,0.2,12
2015-12-27,532.3992,-46.9764,3,0.32,12
2015-12-27,212.058,-15.147,3,0.3,12
2015-12-27,371.168,41.7564,4,0.2,12
2015-12-27,113.328,35.415,9,0.2,12
2015-12-27,532.3992,-46.9764,3,0.32,12
2015-12-27,212.058,-15.147,3,0.3,12
2015-12-27,371.168,41.7564,4,0.2,12
2015-12-27,113.328,35.415,9,0.2,12
2015-12-27,532.3992,-46.9764,3,0.32,12
2015-12-27,212.058,-15.147,3,0.3,12
2015-12-27,371.168,41.7564,4,0.2,12
2015-12-27,113.328,35.415,9,0.2,12
2015-12-27,532.3992,-46.9764,3,0.32,12
2015-12-27,212.058,-15.147,3,0.3,12
2015-12-27,371.168,41.7564,4,0.2,12
2017-09-10,147.168,16.5564,4,0.2,9
2016-07-17,77.88,3.894,2,0.0,7
2017-09-19,95.616,9.5616,2,0.2,9
2016-03-11,45.98,19.7714,2,0.0,3
2016-03-11,17.46,8.2062,2,0.0,3
2016-03-11,45.98,19.7714,2,0.0,3
2016-03-11,17.46,8.2062,2,0.0,3
2014-10-20,211.96,8.4784,4,0.0,10
2016-06-20,45.0,4.95,3,0.0,6
2016-06-20,21.8,6.104,2,0.0,6
2016-06-20,45.0,4.95,3,0.0,6
2016-06-20,21.8,6.104,2,0.0,6
2015-04-18,38.22,17.9634,6,0.0,4
2015-04-18,75.18,35.3346,6,0.0,4
2015-04-18,6.16,2.9568,2,0.0,4
2015-04-18,89.99,17.0981,1,0.0,4
2015-04-18,38.22,17.9634,6,0.0,4
2015-04-18,75.18,35.3346,6,0.0,4
2015-04-18,6.16,2.9568,2,0.0,4
2015-04-18,89.99,17.0981,1,0.0,4
2015-04-18,38.22,17.9634,6,0.0,4
2015-04-18,75.18,35.3346,6,0.0,4
2015-04-18,6.16,2.9568,2,0.0,4
2015-04-18,89.99,17.0981,1,0.0,4
2015-04-18,38.22,17.9634,6,0.0,4
2015-04-18,75.18,35.3346,6,0.0,4
2015-04-18,6.16,2.9568,2,0.0,4
2015-04-18,89.99,17.0981,1,0.0,4
2016-12-11,15.26,6.2566,7,0.0,12
2016-12-11,1029.95,298.6855,5,0.0,12
2016-12-11,15.26,6.2566,7,0.0,12
2016-12-11,1029.95,298.6855,5,0.0,12
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2016-06-17,208.56,52.14,6,0.0,6
2016-06-17,32.4,15.552,5,0.0,6
2016-06-17,319.41,7.098,5,0.1,6
2016-06-17,14.56,6.9888,2,0.0,6
2016-06-17,30.0,3.3,2,0.0,6
2016-06-17,48.48,16.362,4,0.2,6
2016-06-17,1.68,0.84,1,0.0,6
2015-11-24,13.98,6.1512,2,0.0,11
2015-11-24,25.824,9.3612,6,0.2,11
2015-11-24,146.73,68.9631,3,0.0,11
2015-11-24,79.76,22.3328,4,0.0,11
2015-11-24,13.98,6.1512,2,0.0,11
2015-11-24,25.824,9.3612,6,0.2,11
2015-11-24,146.73,68.9631,3,0.0,11
2015-11-24,79.76,22.3328,4,0.0,11
2015-11-24,13.98,6.1512,2,0.0,11
2015-11-24,25.824,9.3612,6,0.2,11
2015-11-24,146.73,68.9631,3,0.0,11
2015-11-24,79.76,22.3328,4,0.0,11
2015-11-24,13.98,6.1512,2,0.0,11
2015-11-24,25.824,9.3612,6,0.2,11
2015-11-24,146.73,68.9631,3,0.0,11
2015-11-24,79.76,22.3328,4,0.0,11
2015-04-30,213.115,-15.2225,5,0.3,4
2014-12-05,1113.024,111.3024,8,0.2,12
2014-12-05,167.968,62.988,4,0.2,12
2014-12-05,1113.024,111.3024,8,0.2,12
2014-12-05,167.968,62.988,4,0.2,12
2016-06-04,75.88,35.6636,2,0.0,6
2016-09-18,4.616,1.731,1,0.2,9
2017-09-14,19.05,8.763,3,0.0,9
2015-04-26,831.936,-114.3912,8,0.2,4
2015-04-26,97.04,1.213,2,0.2,4
2015-04-26,72.784,-18.196,1,0.2,4
2015-04-26,831.936,-114.3912,8,0.2,4
2015-04-26,97.04,1.213,2,0.2,4
2015-04-26,72.784,-18.196,1,0.2,4
2015-04-26,831.936,-114.3912,8,0.2,4
2015-04-26,97.04,1.213,2,0.2,4
2015-04-26,72.784,-18.196,1,0.2,4
2017-12-09,1.248,-1.9344,3,0.8,12
2017-12-09,9.708,-5.8248,3,0.6,12
2017-12-09,27.24,2.724,3,0.2,12
2017-12-09,1.248,-1.9344,3,0.8,12
2017-12-09,9.708,-5.8248,3,0.6,12
2017-12-09,27.24,2.724,3,0.2,12
2017-12-09,1.248,-1.9344,3,0.8,12
2017-12-09,9.708,-5.8248,3,0.6,12
2017-12-09,27.24,2.724,3,0.2,12
2014-11-26,19.3,-14.475,5,0.6,11
2016-06-12,208.16,56.2032,1,0.0,6
2016-06-12,16.74,8.0352,3,0.0,6
2016-06-12,208.16,56.2032,1,0.0,6
2016-06-12,16.74,8.0352,3,0.0,6
2014-10-12,14.9,4.172,5,0.0,10
2014-10-12,21.39,6.2031,1,0.0,10
2014-10-12,14.9,4.172,5,0.0,10
2014-10-12,21.39,6.2031,1,0.0,10
2015-09-03,200.984,62.8075,7,0.2,9
2017-11-13,230.376,-48.9549,3,0.2,11
2017-05-28,301.96,33.2156,2,0.0,5
2017-10-26,19.99,6.7966,1,0.0,10
2017-10-26,6.16,2.9568,2,0.0,10
2017-10-26,19.99,6.7966,1,0.0,10
2017-10-26,6.16,2.9568,2,0.0,10
2016-04-05,158.368,13.8572,7,0.2,4
2016-09-17,20.1,6.633,3,0.0,9
2016-09-17,73.584,8.2782,2,0.2,9
2016-09-17,6.48,3.1104,1,0.0,9
2016-09-17,20.1,6.633,3,0.0,9
2016-09-17,73.584,8.2782,2,0.2,9
2016-09-17,6.48,3.1104,1,0.0,9
2016-09-17,20.1,6.633,3,0.0,9
2016-09-17,73.584,8.2782,2,0.2,9
2016-09-17,6.48,3.1104,1,0.0,9
2015-01-31,12.96,6.2208,2,0.0,1
2015-01-31,53.34,16.5354,3,0.0,1
2015-01-31,32.96,16.1504,2,0.0,1
2015-01-31,12.96,6.2208,2,0.0,1
2015-01-31,53.34,16.5354,3,0.0,1
2015-01-31,32.96,16.1504,2,0.0,1
2015-01-31,12.96,6.2208,2,0.0,1
2015-01-31,53.34,16.5354,3,0.0,1
2015-01-31,32.96,16.1504,2,0.0,1
2017-11-06,5.682,-3.788,1,0.7,11
2017-11-09,96.53,40.5426,7,0.0,11
2017-06-17,51.312,17.9592,3,0.2,6
2016-09-06,77.88,22.5852,6,0.0,9
2016-08-29,64.624,22.6184,7,0.2,8
2016-08-29,95.976,-10.7973,3,0.2,8
2016-08-29,1.788,-3.0396,3,0.8,8
2016-08-29,64.624,22.6184,7,0.2,8
2016-08-29,95.976,-10.7973,3,0.2,8
2016-08-29,1.788,-3.0396,3,0.8,8
2016-08-29,64.624,22.6184,7,0.2,8
2016-08-29,95.976,-10.7973,3,0.2,8
2016-08-29,1.788,-3.0396,3,0.8,8
2016-12-01,23.92,11.7208,4,0.0,12
2015-11-13,238.896,-26.8758,6,0.2,11
2015-11-13,102.36,-3.8385,3,0.2,11
2015-11-13,36.882,-25.8174,3,0.7,11
2015-11-13,238.896,-26.8758,6,0.2,11
2015-11-13,102.36,-3.8385,3,0.2,11
2015-11-13,36.882,-25.8174,3,0.7,11
2015-11-13,238.896,-26.8758,6,0.2,11
2015-11-13,102.36,-3.8385,3,0.2,11
2015-11-13,36.882,-25.8174,3,0.7,11
2017-11-23,74.112,17.6016,8,0.2,11
2017-11-23,27.992,2.0994,1,0.2,11
2017-11-23,3.304,1.0738,1,0.2,11
2017-11-23,74.112,17.6016,8,0.2,11
2017-11-23,27.992,2.0994,1,0.2,11
2017-11-23,3.304,1.0738,1,0.2,11
2017-11-23,74.112,17.6016,8,0.2,11
2017-11-23,27.992,2.0994,1,0.2,11
2017-11-23,3.304,1.0738,1,0.2,11
2015-10-15,339.96,67.992,5,0.2,10
2017-12-25,41.96,10.9096,2,0.0,12
2016-11-03,75.96,22.788,2,0.0,11
2016-11-03,27.24,13.3476,6,0.0,11
2016-11-03,75.96,22.788,2,0.0,11
2016-11-03,27.24,13.3476,6,0.0,11
2014-08-25,40.096,14.5348,14,0.2,8
2014-08-25,4.72,1.652,2,0.2,8
2014-08-25,23.976,7.4925,3,0.2,8
2014-08-25,130.464,44.0316,6,0.2,8
2014-08-25,40.096,14.5348,14,0.2,8
2014-08-25,4.72,1.652,2,0.2,8
2014-08-25,23.976,7.4925,3,0.2,8
2014-08-25,130.464,44.0316,6,0.2,8
2014-08-25,40.096,14.5348,14,0.2,8
2014-08-25,4.72,1.652,2,0.2,8
2014-08-25,23.976,7.4925,3,0.2,8
2014-08-25,130.464,44.0316,6,0.2,8
2014-08-25,40.096,14.5348,14,0.2,8
2014-08-25,4.72,1.652,2,0.2,8
2014-08-25,23.976,7.4925,3,0.2,8
2014-08-25,130.464,44.0316,6,0.2,8
2015-03-02,787.53,165.3813,3,0.0,3
2015-04-05,157.794,-115.7156,1,0.7,4
2016-06-12,47.04,18.3456,3,0.0,6
2016-06-12,30.84,13.878,4,0.0,6
2016-06-12,226.56,63.4368,6,0.0,6
2016-06-12,115.02,51.759,9,0.0,6
2016-06-12,68.04,19.7316,7,0.0,6
2016-06-12,47.04,18.3456,3,0.0,6
2016-06-12,30.84,13.878,4,0.0,6
2016-06-12,226.56,63.4368,6,0.0,6
2016-06-12,115.02,51.759,9,0.0,6
2016-06-12,68.04,19.7316,7,0.0,6
2016-06-12,47.04,18.3456,3,0.0,6
2016-06-12,30.84,13.878,4,0.0,6
2016-06-12,226.56,63.4368,6,0.0,6
2016-06-12,115.02,51.759,9,0.0,6
2016-06-12,68.04,19.7316,7,0.0,6
2016-06-12,47.04,18.3456,3,0.0,6
2016-06-12,30.84,13.878,4,0.0,6
2016-06-12,226.56,63.4368,6,0.0,6
2016-06-12,115.02,51.759,9,0.0,6
2016-06-12,68.04,19.7316,7,0.0,6
2016-06-12,47.04,18.3456,3,0.0,6
2016-06-12,30.84,13.878,4,0.0,6
2016-06-12,226.56,63.4368,6,0.0,6
2016-06-12,115.02,51.759,9,0.0,6
2016-06-12,68.04,19.7316,7,0.0,6
2014-12-26,600.558,-8.5794,3,0.3,12
2014-09-20,617.7,-407.682,6,0.5,9
2017-11-05,2.388,-1.8308,2,0.7,11
2017-11-05,243.992,30.499,7,0.2,11
2017-11-05,2.388,-1.8308,2,0.7,11
2017-11-05,243.992,30.499,7,0.2,11
2016-11-06,81.424,-9.1602,2,0.2,11
2016-11-06,238.56,26.2416,3,0.0,11
2016-11-06,81.424,-9.1602,2,0.2,11
2016-11-06,238.56,26.2416,3,0.0,11
2017-02-02,59.97,-11.994,5,0.4,2
2017-02-02,78.304,29.364,2,0.2,2
2017-02-02,21.456,6.9732,9,0.2,2
2017-02-02,59.97,-11.994,5,0.4,2
2017-02-02,78.304,29.364,2,0.2,2
2017-02-02,21.456,6.9732,9,0.2,2
2017-02-02,59.97,-11.994,5,0.4,2
2017-02-02,78.304,29.364,2,0.2,2
2017-02-02,21.456,6.9732,9,0.2,2
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-10-13,20.04,9.6192,3,0.0,10
2016-10-13,35.44,16.6568,1,0.0,10
2016-10-13,11.52,3.456,4,0.0,10
2016-10-13,4.02,1.9698,2,0.0,10
2016-10-13,76.176,26.6616,3,0.2,10
2016-10-13,65.88,18.4464,6,0.0,10
2016-10-13,43.12,20.6976,14,0.0,10
2016-09-05,82.8,10.35,2,0.2,9
2017-09-18,8.82,2.3814,3,0.0,9
2017-09-18,10.86,5.1042,3,0.0,9
2017-09-18,143.7,68.976,3,0.0,9
2017-09-18,8.82,2.3814,3,0.0,9
2017-09-18,10.86,5.1042,3,0.0,9
2017-09-18,143.7,68.976,3,0.0,9
2017-09-18,8.82,2.3814,3,0.0,9
2017-09-18,10.86,5.1042,3,0.0,9
2017-09-18,143.7,68.976,3,0.0,9
2017-12-22,839.43,218.2518,3,0.0,12
2015-09-07,671.93,20.1579,7,0.0,9
2014-10-22,93.888,12.9096,4,0.2,10
2016-12-05,384.45,103.8015,11,0.0,12
2016-12-05,149.97,5.9988,3,0.0,12
2016-12-05,1951.84,585.552,8,0.0,12
2016-12-05,171.55,80.6285,5,0.0,12
2016-12-05,384.45,103.8015,11,0.0,12
2016-12-05,149.97,5.9988,3,0.0,12
2016-12-05,1951.84,585.552,8,0.0,12
2016-12-05,171.55,80.6285,5,0.0,12
2016-12-05,384.45,103.8015,11,0.0,12
2016-12-05,149.97,5.9988,3,0.0,12
2016-12-05,1951.84,585.552,8,0.0,12
2016-12-05,171.55,80.6285,5,0.0,12
2016-12-05,384.45,103.8015,11,0.0,12
2016-12-05,149.97,5.9988,3,0.0,12
2016-12-05,1951.84,585.552,8,0.0,12
2016-12-05,171.55,80.6285,5,0.0,12
2016-03-13,157.92,17.766,5,0.2,3
2016-03-13,203.184,15.2388,2,0.2,3
2016-03-13,157.92,17.766,5,0.2,3
2016-03-13,203.184,15.2388,2,0.2,3
2015-05-31,58.38,26.271,7,0.0,5
2015-05-31,105.52,48.5392,4,0.0,5
2015-05-31,80.88,21.0288,6,0.0,5
2015-05-31,58.38,26.271,7,0.0,5
2015-05-31,105.52,48.5392,4,0.0,5
2015-05-31,80.88,21.0288,6,0.0,5
2015-05-31,58.38,26.271,7,0.0,5
2015-05-31,105.52,48.5392,4,0.0,5
2015-05-31,80.88,21.0288,6,0.0,5
2015-05-28,6.63,1.7901,3,0.0,5
2014-03-01,457.568,51.4764,2,0.2,3
2016-11-20,14.62,6.8714,2,0.0,11
2016-11-20,944.93,236.2325,7,0.0,11
2016-11-20,14.62,6.8714,2,0.0,11
2016-11-20,944.93,236.2325,7,0.0,11
2016-05-11,5.98,2.691,1,0.0,5
2015-12-28,54.384,1.3596,2,0.2,12
2016-11-16,28.4,13.348,5,0.0,11
2016-11-07,27.68,9.688,2,0.2,11
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-09-08,9.936,2.7324,3,0.2,9
2014-09-08,8159.952,-1359.992,8,0.4,9
2014-09-08,275.928,-58.6347,3,0.2,9
2014-09-08,1740.06,-24.858,9,0.3,9
2014-09-08,32.064,6.8136,6,0.2,9
2014-09-08,177.98,-453.849,5,0.8,9
2014-09-08,143.976,8.9985,3,0.2,9
2014-08-05,20.94,9.8418,3,0.0,8
2014-08-05,110.96,53.2608,2,0.0,8
2014-08-05,340.144,21.259,7,0.2,8
2014-08-05,20.94,9.8418,3,0.0,8
2014-08-05,110.96,53.2608,2,0.0,8
2014-08-05,340.144,21.259,7,0.2,8
2014-08-05,20.94,9.8418,3,0.0,8
2014-08-05,110.96,53.2608,2,0.0,8
2014-08-05,340.144,21.259,7,0.2,8
2014-09-14,52.448,-131.12,2,0.8,9
2014-09-14,20.16,6.552,4,0.2,9
2014-09-14,52.448,-131.12,2,0.8,9
2014-09-14,20.16,6.552,4,0.2,9
2017-04-21,97.264,-243.16,4,0.8,4
2015-11-21,396.802,-11.3372,7,0.3,11
2015-11-21,15.88,-3.7715,5,0.2,11
2015-11-21,396.802,-11.3372,7,0.3,11
2015-11-21,15.88,-3.7715,5,0.2,11
2015-12-15,3.28,1.4104,1,0.0,12
